Name,Field,Major,Education,Skills,Projects,Experience
Candidate 484,Humanities & Social Sciences,Geography,"Bachelor's in Geography, Year: Senior","Political Science, Psychology, Sociology","Geography Capstone Project, Internship Research on Geography, Open-source contribution in Geography",Intern at Brookings Institution
Candidate 775,Medical & Life Sciences,Nursing,"Master's in Nursing, Year: Year 2","Pharmaceutical Sciences, Biomedical Engineering, Public Health, Healthcare, Biology","Nursing Capstone Project, Internship Research on Nursing, Open-source contribution in Nursing",Intern at Pfizer
Candidate 145,Math & Technology,Mathematics,"Master's in Mathematics, Year: Year 1","Electrical Engineering, Computer Science, Mathematics","Mathematics Capstone Project, Internship Research on Mathematics, Open-source contribution in Mathematics",Intern at Amazon
Candidate 831,Arts & Design,Fine Arts,"Master's in Fine Arts, Year: Year 1","Videography, Graphic Design, Photography, Music, Fine Arts","Fine Arts Capstone Project, Internship Research on Fine Arts, Open-source contribution in Fine Arts",Intern at Adobe
Candidate 899,Math & Technology,Data Science,"Bachelor's in Data Science, Year: Junior","Software Engineering, Mechanical Engineering, Mathematics","Data Science Capstone Project, Internship Research on Data Science, Open-source contribution in Data Science",Intern at Microsoft
Candidate 858,Medical & Life Sciences,Biology,"Bachelor's in Biology, Year: Sophomore","Nursing, Biomedical Engineering, Biology, Public Health, Healthcare","Biology Capstone Project, Internship Research on Biology, Open-source contribution in Biology",Intern at CDC
Candidate 210,Business & Finance,Investment Banking,"Bachelor's in Investment Banking, Year: Freshman","Accounting, Supply Chain Management, Real Estate, Investment Banking, Taxation",N/A,N/A
Candidate 998,Arts & Design,Photography,"Master's in Photography, Year: Year 1","Fashion Design, Graphic Design, Music, Videography","Photography Capstone Project, Internship Research on Photography, Open-source contribution in Photography",Intern at Disney
Candidate 102,Medical & Life Sciences,Public Health,"Bachelor's in Public Health, Year: Junior","Healthcare, Biology, Pharmaceutical Sciences, Nursing, Public Health","Public Health Capstone Project, Internship Research on Public Health, Open-source contribution in Public Health",Intern at Pfizer
Candidate 762,Math & Technology,Software Engineering,"Master's in Software Engineering, Year: Year 2","Data Science, Electrical Engineering, Computer Science","Software Engineering Capstone Project, Internship Research on Software Engineering, Open-source contribution in Software Engineering",Intern at Apple
Candidate 658,Math & Technology,Data Science,"Bachelor's in Data Science, Year: Junior","Data Science, Software Engineering, Computer Science","Data Science Capstone Project, Internship Research on Data Science, Open-source contribution in Data Science",Intern at Apple
Candidate 207,Business & Finance,Supply Chain Management,"Master's in Supply Chain Management, Year: Year 1","Accounting, Investment Banking, Finance, Real Estate","Supply Chain Management Capstone Project, Internship Research on Supply Chain Management, Open-source contribution in Supply Chain Management",Intern at Deloitte
Candidate 232,Medical & Life Sciences,Nursing,"Master's in Nursing, Year: Year 1","Pharmaceutical Sciences, Biology, Biomedical Engineering, Public Health","Nursing Capstone Project, Internship Research on Nursing, Open-source contribution in Nursing",Intern at Pfizer
Candidate 749,Medical & Life Sciences,Nursing,"Master's in Nursing, Year: Year 1","Biology, Pharmaceutical Sciences, Healthcare, Nursing, Public Health","Nursing Capstone Project, Internship Research on Nursing, Open-source contribution in Nursing",Intern at Johnson & Johnson
Candidate 167,Math & Technology,Computer Science,"Bachelor's in Computer Science, Year: Senior","Electrical Engineering, Mechanical Engineering, Computer Science","Computer Science Capstone Project, Internship Research on Computer Science, Open-source contribution in Computer Science",Intern at Meta
Candidate 832,Business & Finance,Finance,"Master's in Finance, Year: Year 2","Taxation, Investment Banking, Supply Chain Management, Accounting, Real Estate","Finance Capstone Project, Internship Research on Finance, Open-source contribution in Finance",Intern at McKinsey
Candidate 514,Business & Finance,Supply Chain Management,"Master's in Supply Chain Management, Year: Year 1","Accounting, Taxation, Real Estate, Investment Banking","Supply Chain Management Capstone Project, Internship Research on Supply Chain Management, Open-source contribution in Supply Chain Management",Intern at Goldman Sachs
Candidate 720,Arts & Design,Fine Arts,"Master's in Fine Arts, Year: Year 2","Fine Arts, Photography, Fashion Design, Music, Videography","Fine Arts Capstone Project, Internship Research on Fine Arts, Open-source contribution in Fine Arts",Intern at Warner Bros
Candidate 219,Arts & Design,Photography,"Master's in Photography, Year: Year 2","Photography, Fine Arts, Music","Photography Capstone Project, Internship Research on Photography, Open-source contribution in Photography",Intern at Pixar
Candidate 967,Arts & Design,Fine Arts,"Bachelor's in Fine Arts, Year: Junior","Photography, Fine Arts, Videography","Fine Arts Capstone Project, Internship Research on Fine Arts, Open-source contribution in Fine Arts",Intern at Spotify
Candidate 197,Humanities & Social Sciences,Political Science,"Bachelor's in Political Science, Year: Junior","International Relations, Psychology, Political Science","Political Science Capstone Project, Internship Research on Political Science, Open-source contribution in Political Science",Intern at National Geographic
Candidate 570,Business & Finance,Supply Chain Management,"Master's in Supply Chain Management, Year: Year 1","Supply Chain Management, Finance, Investment Banking, Accounting, Taxation","Supply Chain Management Capstone Project, Internship Research on Supply Chain Management, Open-source contribution in Supply Chain Management",Intern at JP Morgan
Candidate 834,Humanities & Social Sciences,Geography,"Bachelor's in Geography, Year: Senior","Psychology, Geography, International Relations, History, Political Science","Geography Capstone Project, Internship Research on Geography, Open-source contribution in Geography",Intern at United Nations
Candidate 407,Business & Finance,Real Estate,"Bachelor's in Real Estate, Year: Freshman","Real Estate, Accounting, Investment Banking, Finance",N/A,N/A
Candidate 260,Math & Technology,Mathematics,"Master's in Mathematics, Year: Year 1","Software Engineering, Electrical Engineering, Mathematics, Computer Science, Data Science","Mathematics Capstone Project, Internship Research on Mathematics, Open-source contribution in Mathematics",Intern at Apple
Candidate 627,Math & Technology,Computer Science,"Bachelor's in Computer Science, Year: Sophomore","Mechanical Engineering, Mathematics, Electrical Engineering","Computer Science Capstone Project, Internship Research on Computer Science, Open-source contribution in Computer Science",Intern at Microsoft
Candidate 794,Medical & Life Sciences,Public Health,"Master's in Public Health, Year: Year 2","Biomedical Engineering, Public Health, Biology","Public Health Capstone Project, Internship Research on Public Health, Open-source contribution in Public Health",Intern at CDC
Candidate 442,Arts & Design,Music,"Bachelor's in Music, Year: Sophomore","Fashion Design, Graphic Design, Videography, Photography, Fine Arts","Music Capstone Project, Internship Research on Music, Open-source contribution in Music",Intern at Warner Bros
Candidate 299,Medical & Life Sciences,Pharmaceutical Sciences,"Master's in Pharmaceutical Sciences, Year: Year 2","Biomedical Engineering, Healthcare, Public Health","Pharmaceutical Sciences Capstone Project, Internship Research on Pharmaceutical Sciences, Open-source contribution in Pharmaceutical Sciences",Intern at Mayo Clinic
Candidate 751,Arts & Design,Fashion Design,"Bachelor's in Fashion Design, Year: Senior","Fashion Design, Videography, Graphic Design, Music, Photography","Fashion Design Capstone Project, Internship Research on Fashion Design, Open-source contribution in Fashion Design",Intern at Adobe
Candidate 843,Humanities & Social Sciences,History,"Master's in History, Year: Year 1","Geography, History, Political Science","History Capstone Project, Internship Research on History, Open-source contribution in History",Intern at National Geographic
Candidate 883,Humanities & Social Sciences,Sociology,"Master's in Sociology, Year: Year 1","International Relations, Political Science, History, Psychology","Sociology Capstone Project, Internship Research on Sociology, Open-source contribution in Sociology",Intern at Amnesty International
Candidate 871,Business & Finance,Accounting,"Bachelor's in Accounting, Year: Freshman","Supply Chain Management, Finance, Taxation, Real Estate, Accounting",N/A,N/A
Candidate 880,Medical & Life Sciences,Healthcare,"Bachelor's in Healthcare, Year: Senior","Biology, Healthcare, Biomedical Engineering, Nursing","Healthcare Capstone Project, Internship Research on Healthcare, Open-source contribution in Healthcare",Intern at Moderna
Candidate 142,Medical & Life Sciences,Healthcare,"Master's in Healthcare, Year: Year 2","Biology, Nursing, Healthcare, Pharmaceutical Sciences, Public Health","Healthcare Capstone Project, Internship Research on Healthcare, Open-source contribution in Healthcare",Intern at Johnson & Johnson
Candidate 952,Medical & Life Sciences,Biology,"Bachelor's in Biology, Year: Sophomore","Nursing, Biology, Biomedical Engineering, Public Health","Biology Capstone Project, Internship Research on Biology, Open-source contribution in Biology",Intern at Moderna
Candidate 337,Arts & Design,Videography,"Bachelor's in Videography, Year: Sophomore","Fashion Design, Photography, Music, Videography","Videography Capstone Project, Internship Research on Videography, Open-source contribution in Videography",Intern at Disney
Candidate 688,Business & Finance,Finance,"Bachelor's in Finance, Year: Sophomore","Taxation, Investment Banking, Real Estate","Finance Capstone Project, Internship Research on Finance, Open-source contribution in Finance",Intern at Deloitte
